Farmer_Message,Advisor_Reply,Crop,Problem_Type,Language,Location,Season,Urgency_Level,Sentiment,Advisor_Type,Product_Recommended,Cost_Estimate,Follow_Up_Required,Message_Length,Intent_Tag,Timestamp
ııııııııı ııııııııı ııııııııı ııııııııııııııı ıııııı ııııııııııııııı ıııııııııııı ıııııı ıııııııııııııııııı ıııııı.,ııııııııııııııııııııı ııııııııııııııııııııı ııııııııı ııııııııı ıııııııııııııııııı ııııııııı ııııııııııııııı.,Wheat,Pest,Gujarati,Haryana,Rabi,Medium,Hopeful,AI,Irrigation Pump,3458,Yes,10,ask_advice,16/07/2024 09:59
ıııııııııııı ıııııııııııı ııııııııı ıııııııııııı ıııııı ıııııııııııııııııı ıııııı ıııııııııııııııııı ıııııııııııııııııııııııı ııııııııı,ııııııııııııııı ıııııııııııııııııııııııı ıııııııııııı ıııııııııııııııııı,Cotton,Weather,Punjabi,Tripura,Kharif,Medium,Neutral,NGO,Drip Kit,2328,Yes,10,ask_advice,11/07/2024 01:54
ıııııı ııııııııı ıııııı ııııııııııııııı ıııııııııııı ıııııııııııııııııı,ıııııııııııııııııı ıııııııııııııııııııııııı ıııııııııııı ııııııııııııııııııııı ııııııııııııııııııııı,Apple,Water,Odia,Manipur,Rabi,Medium,Frustrated,AI,Drip Kit,1262,No,6,ask_advice,27/04/2025 15:11
ııııııııı ıııııı ııııııııı ııııııııııııııı ıııııı ıııııııııııııııııı ıııııı ııııııııı ıııııı ıııııııııııı ıııııı ııııııııı ııııııııı,ııııııııııııııı ıııııı ıııııı ııııııııııııııı ıııııııııııı,Tea,Equipment,Haryanvi,Punjab,Summer,Low,Angry,AI,None,0,No,13,ask_advice,19/04/2025 11:37
ıııııııııııı ııııııııııııııı ııııııııııııııı ıııııııııııııııııııııııı ııııııııııııııııııııı ııııııııııııııııııııııııııııııııııııııııııııııııııııııııı.,ıııııııııııııııııııııııııııııı ııııııııııııııı ııııııııııııııııııııııııııııııııı.,Rice,Market,Tamil,Telangana,Rabi,Medium,Angry,Human,Irrigation Pump,4433,No,27,ask_advice,04/11/2024 07:44
ıııııı ıııııııııııı ıııııı ııııııııııııııııııııı ııııııııııııııı ııııııııııııııı ıııııııııııııııııııııııı.,ııııııııııııııı ıııııııııııııııııııııııııııııı ıııııııııııııııııı ıııııııııııııııııııııııı ıııııııııııı ıııııııııııııııııı.,Coffee,Equipment,Telugu,Telangana,Kharif,Low,Neutral,NGO,Drip Kit,3112,Yes,20,ask_advice,02/11/2024 00:26
ııııııııııııııı ıııııı ııııııııı ıııııııııııı ıııııı ıııııııııııııııııı ıııııı ıııııııııııı ıııııııııııı ıııııı ııııııııı ıııııııııııı,ıııııııııııı ıııııı ıııııııııııı ııııııııı ııı ııııııııııııııı ııııııııı ııııııııııııııı,Sugarcane,Weather,Maithili,West Bengal,Rabi,Low,Worried,AI,Drip Kit,4540,Yes,12,ask_advice,01/03/2024 11:40
ıııııııııııı ıııııı ıııııı ıııııııııııı ııııııııııııııı ıııııııııııııııııı.,ııııııııııııııı ıııııııııııııııııııııııı ııııııııııııııı ıııııııııııııııııı ııııııııııııııı ııııııııııııııııııııı,Tea,Water,Tulu,Goa,Kharif,Low,Frustrated,Govt_Expert,None,0,Yes,6,ask_advice,21/11/2024 03:53
ıııııııııııı ıııııııııııı ıııııı ııııııııııııııııııııııııııı ııııııııııııııı ıııııııııııııııııııııııııııııııııııııııııııııııııııııı.,ıııııııııııııııııııııııı ııııııııııııııııııııııııııı ııııııııııııııı ıııııııııııııııııı ıııııııııııı.,Apple,Nutrient,Kannada,Meghalaya,Kharif,Medium,Neutral,Private,Fertilizer,2835,Yes,24,ask_advice,20/09/2024 08:27
ıııııııııııı ıııııı ııı ııııııııııııııııııııııııııı ıııııııııııııııııı ııııııııııııııııııııı,ııııııııı ııııııııııııııı ııııııııııııııııııııı ııııııııııııııı,Mango,Equipment,Bengali,Chhattisgarh,Zaid,Medium,Worried,Human,Irrigation Pump,4915,Yes,6,ask_advice,28/12/2024 11:02
ııııııııııııııı ıııııı ııııııııı ııııııııııııııı ıııııı ıııııııııııı ıııııııııııı ıııııı ııııııııı ıııııııııııı,ıııııııııııı ııııııııı ıııııı ııııııııııııııııııııı ıııııııııııı,Spices,Pest,Maithili,Assam,Kharif,Low,Frustrated,AI,None,0,Yes,10,ask_advice,22/02/2025 16:26
ııııııııııııııı ıııııııııııı ıııııı ııııııııııııııı ııııııııııııııııııııı ıııııııııııı ııııııııııııııııııııı.,ııııııııııııııııııııııııııı ıııııııııııııııııııııııı.,Ragi,Market,Malayalam,Madhya Pradesh,Zaid,Low,Frustrated,Govt_Expert,Neem Oil,1757,Yes,20,ask_advice,01/07/2024 11:12
ııııııııı ıııııııııııı ıııııı ıııııııııııııııııı ıııııııııııı ııııııııııııııı,ııııııııııııııı ııııııııııııııııııııı ııııııııı ıııııııııııııııııı ııııııııııııııı,Spices,Water,Manipuri,Sikkim,Summer,Medium,Neutral,AI,Drip Kit,4608,No,6,ask_advice,02/01/2024 08:45
ııııııııı ııııııııııııııı ııı ııııııııııııııı ııııııııııııııı ıııııııııııııııııı ııııııııııııııı,ıııııııııııı ııııııııııııııııııııı ııııııııı ııııııııı ııııııııııııııııııııııııııı ııııııııııııııııııııı ıııııııııııı,Tomato,Water,Assamese,Maharashtra,Summer,High,Hopeful,AI,Fungicide,1001,Yes,7,ask_advice,29/07/2024 08:45
ıııııı ııııııııııııııııııııı ıııııı ııııııııı ıııııııııııııııııı ıııııııııııııııııı ııııııııııııııı ıııııııııııııııııı,ıııııııııııı ııııııııııııııııııııı ıııııııııııııııııı ııııııııı ııııııııı ııııııııı ıııııııııııııııııııııııı,Millets,Weather,Odia,Jharkhand,Kharif,Low,Hopeful,Human,Neem Oil,3913,Yes,8,ask_advice,07/04/2025 16:08
ııııııııı ıııııı ııııııııı ııııııııııııııı ıııııı ıııııııııııııııııı ıııııı ıııııııııııı ıııııııııııı ıııııı ııııııııı ıııııııııııı,ıııııııııııı ıııııı ıııııııııııı ııııııııı ııı ııııııııı ııııııııııııııı,Potato,Market,Maithili,Mizoram,Winter,Low,Worried,Private,Fertilizer,3119,No,12,ask_advice,29/12/2024 01:30
ııııııııııııııı ııııııııı ııııııııı ıııııııııııı ıııııııııııııııııı ıııııııııııı ııııııııııııııı,ııııııııııııııııııııııııııı ııııııııııııııı,Ragi,Pest,Konkani,Telangana,Rabi,Medium,Angry,Private,Fungicide,4039,Yes,7,ask_advice,27/11/2024 13:48
ıııııı ıııııı ııııııııı ıııııııııııı ıııııı ııııııııı ıııııı ıııııııııııı ıııııı ııııııııı ııııııııı,ııııııııııııııı ııııııııı ıııııı ııııııııııııııı ııııııııııııııı,Mango,Water,Hindi,Himachal Pradesh,Monsoon,Low,Frustrated,Human,Drip Kit,1717,Yes,11,ask_advice,12/07/2024 18:02
ııııııııııııııı ııııııııı ııııııııı ıııııııııııııııııı ıııııııııııı ıııııııııııııııııı ıııııııııııı ııııııııııııııı,ııııııııııııııııııııı ııııııııı ııııııııııııııı,Ragi,Water,Konkani,Meghalaya,Winter,Low,Angry,Human,Neem Oil,579,No,8,ask_advice,17/04/2025 18:21
ıııııııııııı ııııııııı ııııııııııııııııııııııııııııııııııııııııııııı ıııııııııııı ııııııııııııııııııııııııııııııııı.,ııııııııııııııı ııııııııııııııııııııııııııııııııı ııııııııı ıııııııııııııııııııııııııııııııııııı.,Ragi,Nutrient,Malayalam,Nagaland,Summer,Medium,Neutral,Govt_Expert,Fertilizer,1104,No,21,ask_advice,29/04/2024 04:04
